830,93,1046,93,1046,116,830,116,花
959,120,1039,120,1039,140,959,140,花
926,143,1044,143,1044,166,926,166,花
125,192,194,192,194,221,125,221,花
119,229,290,229,290,261,119,261,花
190,275,458,275,458,301,190,301,花
190,324,502,324,502,354,190,354,花
119,372,264,372,264,396,119,396,花
119,411,446,411,446,437,119,437,花
125,449,417,449,417,478,125,478,花
126,494,653,494,653,521,126,521,花
127,535,346,535,346,564,127,564,花
132,575,423,575,423,606,132,606,花
157,614,1044,614,1044,648,157,648,花
117,656,219,656,219,686,117,686,花
134,700,392,700,392,729,134,729,花
170,740,565,740,565,775,170,775,花
136,783,482,783,482,813,136,813,花
170,823,651,823,651,857,170,857,花
693,191,855,191,855,215,693,215,花
750,235,852,235,852,261,750,261,花
696,275,853,275,853,300,696,300,花
713,323,857,323,857,352,713,352,花
700,451,856,451,856,480,700,480,花
889,453,1044,453,1044,481,889,481,花
907,323,1049,323,1049,352,907,352,花
891,273,1049,273,1049,302,891,302,花
947,230,1043,230,1043,257,947,257,花
880,188,1043,188,1043,215,880,215,花
132,869,437,869,437,896,132,896,花
162,910,197,910,197,935,162,935,花
126,949,419,949,419,980,126,980,花
161,994,242,994,242,1022,161,1022,花
120,1047,201,1047,201,1074,120,1074,花
118,1094,206,1094,206,1122,118,1122,花
122,1136,208,1136,208,1162,122,1162,花
122,1176,202,1176,202,1202,122,1202,花
122,1215,220,1215,220,1243,122,1243,花
124,1254,218,1254,218,1283,124,1283,花
121,1296,223,1296,223,1322,121,1322,花
121,1334,201,1334,201,1364,121,1364,花
119,1374,202,1374,202,1400,119,1400,花
120,1418,209,1418,209,1448,120,1448,花
412,999,513,999,513,1023,412,1023,花
302,1036,620,1036,620,1062,302,1062,花
313,1064,414,1064,414,1081,313,1081,花
305,1087,616,1087,616,1107,305,1107,花
312,1110,416,1110,416,1130,312,1130,花
304,1137,477,1137,477,1164,304,1164,花
306,1174,525,1174,525,1203,306,1203,花
303,1217,605,1217,605,1246,303,1246,花
302,1258,506,1258,506,1283,302,1283,花
303,1295,592,1295,592,1325,303,1325,花
304,1335,608,1335,608,1363,304,1363,花
300,1375,498,1375,498,1403,300,1403,花
298,1410,614,1410,614,1433,298,1433,花
299,1435,381,1435,381,1456,299,1456,花
690,1005,777,1005,777,1029,690,1029,花
734,1097,837,1097,837,1124,734,1124,花
732,1140,841,1140,841,1167,732,1167,花
706,1178,839,1178,839,1206,706,1206,花
714,1221,836,1221,836,1246,714,1246,花
730,1261,835,1261,835,1288,730,1288,花
745,1298,839,1298,839,1325,745,1325,花
712,1339,836,1339,836,1365,712,1365,花
704,1423,835,1423,835,1450,704,1450,花
915,1007,1001,1007,1001,1031,915,1031,花
937,1048,1058,1048,1058,1080,937,1080,花
934,1220,1057,1220,1057,1248,934,1248,花
963,1302,1056,1302,1056,1327,963,1327,花
936,1338,1059,1338,1059,1366,936,1366,花
928,1378,1056,1378,1056,1407,928,1407,花
929,1422,1057,1422,1057,1452,929,1452,花
120,1464,272,1464,272,1488,120,1488,花
164,1498,920,1498,920,1532,164,1532,花
120,1540,265,1540,265,1573,120,1573,花
569,1646,617,1646,617,1674,569,1674,花
