1366,88,1593,88,1593,114,1366,114,花
1503,116,1593,116,1593,136,1503,136,花
1469,136,1594,136,1594,162,1469,162,花
166,187,283,187,283,208,166,208,花
166,209,240,209,240,227,166,227,花
165,234,284,234,284,255,165,255,花
165,256,253,256,253,278,165,278,花
164,280,288,280,288,301,164,301,花
161,302,243,302,243,323,161,323,花
167,326,283,326,283,351,167,351,花
165,350,249,350,249,371,165,371,花
161,373,286,373,286,396,161,396,花
161,397,252,397,252,417,161,417,花
198,432,247,432,247,455,198,455,花
298,430,421,430,421,457,298,457,花
448,193,552,193,552,226,448,226,花
446,242,551,242,551,274,446,274,花
444,287,552,287,552,320,444,320,花
446,338,552,338,552,365,446,365,花
447,379,548,379,548,411,447,411,花
443,430,550,430,550,461,443,461,花
574,430,680,430,680,457,574,457,花
712,196,814,196,814,227,712,227,花
707,238,815,238,815,272,707,272,花
710,290,814,290,814,320,710,320,花
708,334,812,334,812,371,708,371,花
708,387,812,387,812,415,708,415,花
697,430,813,430,813,461,697,461,花
832,430,932,430,932,463,832,463,花
958,433,1047,433,1047,462,958,462,花
1125,434,1223,434,1223,462,1125,462,花
1244,197,1316,197,1316,229,1244,229,花
1244,245,1312,245,1312,274,1244,274,花
1249,292,1314,292,1314,320,1249,320,花
1249,338,1314,338,1314,369,1249,369,花
1261,389,1314,389,1314,416,1261,416,花
1331,432,1429,432,1429,464,1331,464,花
1447,193,1513,193,1513,226,1447,226,花
1446,243,1516,243,1516,274,1446,274,花
1443,291,1516,291,1516,321,1443,321,花
1440,336,1516,336,1516,366,1440,366,花
1443,385,1514,385,1514,416,1443,416,花
1532,191,1610,191,1610,214,1532,214,花
1531,216,1592,216,1592,233,1531,233,花
1534,238,1611,238,1611,260,1534,260,花
1535,258,1589,258,1589,280,1535,280,花
1534,285,1610,285,1610,306,1534,306,花
1535,307,1597,307,1597,325,1535,325,花
1534,334,1610,334,1610,352,1534,352,花
1534,354,1594,354,1594,376,1534,376,花
207,473,478,473,478,506,207,506,花
177,535,264,535,264,565,177,565,花
162,585,280,585,280,608,162,608,花
161,609,201,609,201,629,161,629,花
161,634,278,634,278,653,161,653,花
159,654,279,654,279,675,159,675,花
157,675,215,675,215,697,157,697,花
162,699,284,699,284,723,162,723,花
162,724,276,724,276,745,162,745,花
319,554,393,554,393,580,319,580,花
314,597,410,597,410,623,314,623,花
308,653,411,653,411,682,308,682,花
315,712,414,712,414,738,315,738,花
316,771,411,771,411,806,316,806,花
315,838,414,838,414,866,315,866,花
316,888,414,888,414,912,316,912,花
313,946,412,946,412,973,313,973,花
158,754,280,754,280,778,158,778,花
158,778,279,778,279,800,158,800,花
155,801,279,801,279,823,155,823,花
162,830,278,830,278,853,162,853,花
162,854,279,854,279,874,162,874,花
159,876,276,876,276,897,159,897,花
159,899,279,899,279,919,159,919,花
157,919,278,919,278,941,157,941,花
159,941,278,941,278,962,159,962,花
158,962,278,962,278,981,158,981,花
155,980,203,980,203,1001,155,1001,花
443,556,519,556,519,582,443,582,花
505,518,580,518,580,546,505,546,花
564,556,632,556,632,585,564,585,花
