2,3,264,3,264,36,2,36,花
1,73,143,73,143,103,1,103,花
1,102,243,102,243,132,1,132,花
68,181,329,181,329,205,68,205,花
1,182,32,182,32,209,1,209,花
1,233,49,233,49,267,1,267,花
68,232,253,232,253,266,68,266,花
73,329,362,329,362,363,73,363,花
73,363,340,363,340,393,73,393,花
76,390,270,390,270,423,76,423,花
626,281,761,281,761,312,626,312,花
831,279,1004,279,1004,315,831,315,花
695,335,798,335,798,361,695,361,花
676,358,794,358,794,385,676,385,花
905,333,1017,333,1017,360,905,360,花
897,361,1019,361,1019,390,897,390,花
894,391,1019,391,1019,420,894,420,花
676,390,800,390,800,417,676,417,花
637,499,753,499,753,527,637,527,花
826,490,1002,490,1002,529,826,529,花
673,547,795,547,795,575,673,575,花
677,575,801,575,801,602,677,602,花
689,603,800,603,800,626,689,626,花
694,627,805,627,805,655,694,655,花
683,654,802,654,802,681,683,681,花
688,684,802,684,802,711,688,711,花
894,544,1023,544,1023,570,894,570,花
895,599,1019,599,1019,629,895,629,花
901,705,1022,705,1022,736,901,736,花
917,736,1023,736,1023,767,917,767,花
937,767,1023,767,1023,791,937,791,花
889,793,1017,793,1017,820,889,820,花
895,821,1022,821,1022,847,895,847,花
673,817,802,817,802,847,673,847,花
68,444,168,444,168,473,68,473,花
0,443,48,443,48,481,0,481,花
70,541,532,541,532,573,70,573,花
67,573,551,573,551,601,67,601,花
73,627,347,627,347,660,73,660,花
74,599,332,599,332,629,74,629,花
73,658,367,658,367,684,73,684,花
73,684,362,684,362,711,73,711,花
74,712,289,712,289,736,74,736,花
73,738,337,738,337,764,73,764,花
71,764,341,764,341,793,71,793,花
73,791,447,791,447,821,73,821,花
67,867,110,867,110,900,67,900,花
143,873,1035,873,1035,897,143,897,花
137,899,1041,899,1041,929,137,929,花
141,926,1026,926,1026,952,141,952,花
140,952,711,952,711,988,140,988,花
71,1011,213,1011,213,1033,71,1033,花
2,1005,41,1005,41,1039,2,1039,花
77,1102,255,1102,255,1132,77,1132,花
76,1132,256,1132,256,1156,76,1156,花
79,1163,131,1163,131,1190,79,1190,花
640,1057,756,1057,756,1085,640,1085,花
825,1056,1002,1056,1002,1084,825,1084,花
714,1102,798,1102,798,1129,714,1129,花
698,1126,800,1126,800,1158,698,1158,花
702,1163,795,1163,795,1184,702,1184,花
922,1100,1011,1100,1011,1129,922,1129,花
920,1157,1014,1157,1014,1187,920,1187,花
965,1552,1029,1552,1029,1576,965,1576,花
