576,93,1032,93,1032,120,576,120,花
264,193,314,193,314,226,264,226,花
528,158,617,158,617,186,528,186,花
837,154,931,154,931,184,837,184,花
411,200,559,200,559,228,411,228,花
459,230,515,230,515,257,459,257,花
570,202,719,202,719,228,570,228,花
601,229,687,229,687,256,601,256,花
759,196,850,196,850,222,759,222,花
745,231,869,231,869,257,745,257,花
880,198,1040,198,1040,223,880,223,花
917,226,1002,226,1002,253,917,253,花
175,273,284,273,284,301,175,301,花
177,312,303,312,303,338,177,338,花
173,350,404,350,404,377,173,377,花
175,381,207,381,207,405,175,405,花
177,416,262,416,262,443,177,443,花
180,456,305,456,305,483,180,483,花
178,496,267,496,267,521,178,521,花
177,533,289,533,289,561,177,561,花
179,569,403,569,403,597,179,597,花
181,600,383,600,383,628,181,628,花
179,639,384,639,384,666,179,666,花
178,675,330,675,330,702,178,702,花
177,712,407,712,407,740,177,740,花
178,744,388,744,388,772,178,772,花
477,725,566,725,566,758,477,758,花
515,675,564,675,564,701,515,701,花
451,635,564,635,564,664,451,664,花
447,584,564,584,564,613,447,613,花
519,532,563,532,563,557,519,557,花
451,492,562,492,562,519,451,519,花
439,454,565,454,565,483,439,483,花
437,415,561,415,561,442,437,442,花
432,363,562,363,562,392,432,392,花
436,311,561,311,561,338,436,338,花
428,271,561,271,561,298,428,298,花
578,270,722,270,722,294,578,294,花
587,309,723,309,723,333,587,333,花
587,362,722,362,722,392,587,392,花
592,411,724,411,724,440,592,440,花
594,453,724,453,724,478,594,478,花
604,491,725,491,725,518,604,518,花
677,529,725,529,725,554,677,554,花
607,581,724,581,724,612,607,612,花
604,634,724,634,724,660,604,660,花
671,672,726,672,726,696,671,696,花
637,725,726,725,726,756,637,756,花
776,674,878,674,878,698,776,698,花
830,721,879,721,879,750,830,750,花
765,632,878,632,878,658,765,658,花
763,581,877,581,877,610,763,610,花
763,529,879,529,879,559,763,559,花
760,489,876,489,876,516,760,516,花
757,454,877,454,877,478,757,478,花
756,414,877,414,877,441,756,441,花
754,360,875,360,875,391,754,391,花
754,303,873,303,873,334,754,334,花
749,269,875,269,875,296,749,296,花
887,264,1042,264,1042,294,887,294,花
906,307,1042,307,1042,332,906,332,花
906,356,1040,356,1040,386,906,386,花
914,410,1039,410,1039,437,914,437,花
915,450,1040,450,1040,475,915,475,花
916,489,1040,489,1040,515,916,515,花
924,525,1040,525,1040,553,924,553,花
927,578,1044,578,1044,610,927,610,花
925,633,1040,633,1040,659,925,659,花
926,670,1041,670,1041,699,926,699,花
996,721,1040,721,1040,752,996,752,花
183,782,230,782,230,808,183,808,花
269,821,320,821,320,848,269,848,花
181,860,336,860,336,888,181,888,花
186,899,408,899,408,924,186,924,花
180,928,314,928,314,954,180,954,花
182,962,406,962,406,988,182,988,花
183,992,406,992,406,1018,183,1018,花
182,1021,211,1021,211,1048,182,1048,花
181,1059,410,1059,410,1084,181,1084,花
181,1089,407,1089,407,1114,181,1114,花
184,1124,407,1124,407,1150,184,1150,花
184,1152,270,1152,270,1179,184,1179,花
185,1190,318,1190,318,1219,185,1219,花
184,1230,411,1230,411,1259,184,1259,花
183,1260,214,1260,214,1287,183,1287,花
186,1296,374,1296,374,1325,186,1325,花
187,1335,409,1335,409,1361,187,1361,花
186,1361,392,1361,392,1391,186,1391,花
188,1402,406,1402,406,1429,188,1429,花
188,1431,333,1431,333,1457,188,1457,花
189,1468,297,1468,297,1498,189,1498,花
447,1470,570,1470,570,1494,447,1494,花
442,1415,571,1415,571,1446,442,1446,花
438,1350,571,1350,571,1378,438,1378,花
438,1293,570,1293,570,1322,438,1322,花
423,1242,571,1242,571,1274,423,1274,花
424,1188,569,1188,569,1221,424,1221,花
423,1137,569,1137,569,1167,423,1167,花
421,1068,568,1068,568,1100,421,1100,花
434,989,569,989,569,1019,434,1019,花
446,908,566,908,566,942,446,942,花
434,816,567,816,567,849,434,849,花
470,778,567,778,567,808,470,808,花
614,777,726,777,726,806,614,806,花
577,816,727,816,727,844,577,844,花
604,905,728,905,728,939,604,939,花
582,987,728,987,728,1021,582,1021,花
581,1066,728,1066,728,1101,581,1101,花
580,1134,729,1134,729,1165,580,1165,花
583,1188,729,1188,729,1216,583,1216,花
582,1240,730,1240,730,1271,582,1271,花
582,1293,729,1293,729,1321,582,1321,花
582,1345,731,1345,731,1380,582,1380,花
584,1408,734,1408,734,1443,584,1443,花
606,1465,734,1465,734,1495,606,1495,花
766,1465,887,1465,887,1490,766,1490,花
750,1408,886,1408,886,1440,750,1440,花
752,1344,884,1344,884,1375,752,1375,花
753,1292,885,1292,885,1319,753,1319,花
753,1237,884,1237,884,1269,753,1269,花
752,1188,884,1188,884,1215,752,1215,花
737,1135,885,1135,885,1164,737,1164,花
735,1065,883,1065,883,1096,735,1096,花
750,988,882,988,882,1015,750,1015,花
756,906,880,906,880,935,756,935,花
747,815,881,815,881,842,747,842,花
782,776,880,776,880,803,782,803,花
928,775,1042,775,1042,801,928,801,花
894,815,1044,815,1044,840,894,840,花
919,905,1042,905,1042,932,919,932,花
894,984,1043,984,1043,1016,894,1016,花
894,1066,1045,1066,1045,1097,894,1097,花
896,1134,1046,1134,1046,1164,896,1164,花
899,1185,1044,1185,1044,1213,899,1213,花
895,1237,1042,1237,1042,1271,895,1271,花
895,1288,1045,1288,1045,1318,895,1318,花
898,1341,1050,1341,1050,1378,898,1378,花
900,1409,1051,1409,1051,1443,900,1443,花
925,1462,1051,1462,1051,1492,925,1492,花
593,1573,621,1573,621,1604,593,1604,花
