947,1544,1021,1544,1021,1571,947,1571,花
69,1356,360,1356,360,1385,69,1385,花
74,1300,985,1300,985,1328,74,1328,花
72,1224,434,1224,434,1257,72,1257,花
72,1330,1019,1330,1019,1362,72,1362,花
71,1139,209,1139,209,1169,71,1169,花
72,1169,165,1169,165,1196,72,1196,花
68,1197,169,1197,169,1221,68,1221,花
497,1171,617,1171,617,1196,497,1196,花
482,1196,617,1196,617,1222,482,1222,花
480,1225,619,1225,619,1250,480,1250,花
484,1252,617,1252,617,1277,484,1277,花
695,1169,813,1169,813,1195,695,1195,花
676,1199,813,1199,813,1222,676,1222,花
694,1225,812,1225,812,1250,694,1250,花
680,1251,812,1251,812,1278,680,1278,花
889,1171,1016,1171,1016,1196,889,1196,花
876,1197,1015,1197,1015,1222,876,1222,花
878,1225,1010,1225,1010,1251,878,1251,花
875,1250,1016,1250,1016,1278,875,1278,花
71,1002,212,1002,212,1034,71,1034,花
67,1031,169,1031,169,1055,67,1055,花
71,1056,164,1056,164,1086,71,1086,花
480,1029,619,1029,619,1054,480,1054,花
480,1056,620,1056,620,1081,480,1081,花
483,1084,616,1084,616,1113,483,1113,花
678,1029,819,1029,819,1055,678,1055,花
684,1056,808,1056,808,1084,684,1084,花
680,1085,815,1085,815,1115,680,1115,花
876,1029,1013,1029,1013,1058,876,1058,花
873,1060,1017,1060,1017,1085,873,1085,花
863,1085,1017,1085,1017,1115,863,1115,花
486,950,575,950,575,982,486,982,花
657,952,793,952,793,980,657,980,花
893,952,950,952,950,982,893,982,花
608,923,861,923,861,950,608,950,花
489,793,612,793,612,818,489,818,花
478,818,615,818,615,844,478,844,花
478,847,617,847,617,869,478,869,花
479,873,613,873,613,896,479,896,花
710,791,815,791,815,819,710,819,花
678,821,816,821,816,844,678,844,花
679,844,812,844,812,869,679,869,花
682,873,820,873,820,893,682,893,花
878,789,1013,789,1013,817,878,817,花
880,818,1009,818,1009,845,880,845,花
879,844,1012,844,1012,873,879,873,花
878,872,1018,872,1018,900,878,900,花
73,845,430,845,430,873,73,873,花
72,817,164,817,164,843,72,843,花
69,791,168,791,168,817,69,817,花
69,762,208,762,208,789,69,789,花
69,677,165,677,165,706,69,706,花
65,651,167,651,167,677,65,677,花
71,622,202,622,202,650,71,650,花
483,573,579,573,579,602,483,602,花
646,544,823,544,823,570,646,570,花
657,573,787,573,787,597,657,597,花
891,576,952,576,952,599,891,599,花
483,652,613,652,613,678,483,678,花
476,681,624,681,624,706,476,706,花
482,708,615,708,615,733,482,733,花
679,651,812,651,812,677,679,677,花
695,678,812,678,812,702,695,702,花
679,707,813,707,813,732,679,732,花
875,652,1012,652,1012,676,875,676,花
876,680,1016,680,1016,706,876,706,花
873,706,1015,706,1015,736,873,736,花
68,491,469,491,469,522,68,522,花
71,460,1004,460,1004,493,71,493,花
72,413,852,413,852,441,72,441,花
71,384,1012,384,1012,411,71,411,花
68,358,1015,358,1015,385,68,385,花
71,329,1013,329,1013,356,71,356,花
65,278,105,278,105,306,65,306,花
139,278,238,278,238,308,139,308,花
67,226,106,226,106,258,67,258,花
138,225,239,225,239,256,138,256,花
71,171,290,171,290,202,71,202,花
2,171,47,171,47,202,2,202,花
2,96,242,96,242,121,2,121,花
1,65,130,65,130,95,1,95,花
1,0,262,0,262,26,1,26,花
