457,122,723,122,723,152,457,152,花
555,156,625,156,625,184,555,184,花
538,190,640,190,640,215,538,215,花
407,222,783,222,783,249,407,249,花
340,266,375,266,375,288,340,288,花
171,299,274,299,274,317,171,317,花
197,325,296,325,296,348,197,348,花
232,355,311,355,311,378,232,378,花
229,386,300,386,300,405,229,405,花
231,413,295,413,295,433,231,433,花
228,440,297,440,297,463,228,463,花
231,470,327,470,327,491,231,491,花
198,499,515,499,515,521,198,521,花
229,530,451,530,451,552,229,552,花
230,558,508,558,508,580,230,580,花
231,587,473,587,473,609,231,609,花
232,617,300,617,300,638,232,638,花
172,652,402,652,402,673,172,673,花
198,685,313,685,313,707,198,707,花
200,715,309,715,309,735,200,735,花
572,268,627,268,627,289,572,289,花
563,296,630,296,630,316,563,316,花
566,327,631,327,631,347,566,347,花
567,357,632,357,632,375,567,375,花
566,386,633,386,633,406,566,406,花
567,413,632,413,632,434,567,434,花
567,441,629,441,629,464,567,464,花
567,472,635,472,635,493,567,493,花
573,530,626,530,626,550,573,550,花
566,588,632,588,632,610,566,610,花
566,618,631,618,631,638,566,638,花
567,686,631,686,631,708,567,708,花
564,716,633,716,633,735,564,735,花
698,267,784,267,784,289,698,289,花
705,297,826,297,826,318,705,318,花
702,327,825,327,825,348,702,348,花
722,358,823,358,823,375,722,375,花
723,386,824,386,824,405,723,405,花
722,413,827,413,827,434,722,434,花
722,442,825,442,825,465,722,465,花
724,470,824,470,824,493,724,493,花
730,529,824,529,824,552,730,552,花
733,587,822,587,822,611,733,611,花
728,618,822,618,822,639,728,639,花
723,659,821,659,821,680,723,680,花
722,688,822,688,822,709,722,709,花
722,718,821,718,821,737,722,737,花
879,269,966,269,966,291,879,291,花
884,297,1005,297,1005,319,884,319,花
889,327,1003,327,1003,347,889,347,花
910,356,1002,356,1002,376,910,376,花
906,386,1004,386,1004,406,906,406,花
903,414,1003,414,1003,436,903,436,花
899,441,1007,441,1007,463,899,463,花
925,474,1004,474,1004,495,925,495,花
911,529,1006,529,1006,553,911,553,花
901,659,1006,659,1006,680,901,680,花
899,688,1004,688,1004,710,899,710,花
907,716,1004,716,1004,739,907,739,花
169,744,448,744,448,765,169,765,花
200,775,317,775,317,796,200,796,花
169,804,417,804,417,823,169,823,花
206,831,522,831,522,852,206,852,花
205,860,521,860,521,882,205,882,花
171,888,372,888,372,912,171,912,花
209,918,506,918,506,939,209,939,花
221,948,538,948,538,971,221,971,花
220,977,538,977,538,1002,220,1002,花
171,1004,361,1004,361,1026,171,1026,花
209,1032,494,1032,494,1056,209,1056,花
220,1063,537,1063,537,1086,220,1086,花
169,1091,380,1091,380,1112,169,1112,花
221,1119,498,1119,498,1142,221,1142,花
221,1149,535,1149,535,1175,221,1175,花
167,1177,206,1177,206,1199,167,1199,花
218,1208,449,1208,449,1230,218,1230,花
216,1236,403,1236,403,1258,216,1258,花
218,1262,280,1262,280,1285,218,1285,花
169,1300,297,1300,297,1322,169,1322,花
168,1336,271,1336,271,1355,168,1355,花
205,1365,398,1365,398,1386,205,1386,花
205,1391,395,1391,395,1413,205,1413,花
718,1307,822,1307,822,1330,718,1330,花
899,1309,1001,1309,1001,1330,899,1330,花
722,836,823,836,823,856,722,856,花
720,804,820,804,820,825,720,825,花
722,775,822,775,822,798,722,798,花
724,746,822,746,822,767,724,767,花
903,749,1003,749,1003,770,903,770,花
902,777,1005,777,1005,797,902,797,花
902,805,1002,805,1002,827,902,827,花
902,833,1004,833,1004,857,902,857,花
